Ecossistema;Cidade;Link;Estágio de Maturidade;Modelo de Negócio;Segmento;Vertical;Público-alvo;Startup;Ambiente de Inovação
Produção e Norte;Passo Fundo;;Ideação;Não Informado;Saúde e Bem-Estar;HealthTech;B2B2C;MIRABILE VISU STARTUP LTDA;UPF PARQUE
Produção e Norte;Passo Fundo;https://missaocriativaedu.com.br;Crescimento;E-commerce;Educação e Ensino;EdTech;B2B e B2C;MISSÃO CRIATIVA;ALIANÇA EMPRESARIAL
Produção e Norte;Passo Fundo;;Ideação;Pay-per-use;Acessibilidade e Inclusão;EdTech;B2B2C;Neuroup;PLATAFORMA
Produção e Norte;Passo Fundo;ni;Crescimento;Não Informado;Nanotecnologia;ITTech;B2B;NIKOLA 369;ALIANÇA EMPRESARIAL
Produção e Norte;Passo Fundo;https://nostrabr.com/;Validação;Não Informado;Marketing e Publicidade;MarTech;B2B;Nostra Gestão de Marcas;NÃO INFORMADO
Produção e Norte;Erechim;https://www.oagro.com.br/;Crescimento;SaaS;Software e Cloud;AgTech;B2B e B2C;O Agro;NÃO INFORMADO
Produção e Norte;Passo Fundo;https://www.odo.digital/conheca-a-odo-digital-ecommerce-loja-virtual-passo-fundo;Crescimento;E-commerce;Software e Cloud;SalesTech;B2B;odo.digital;NÃO INFORMADO
Produção e Norte;Passo Fundo;https://www.oriuz.com.br/;Escala;Transação;Construção Civil;ConstruTech;B2B e B2C;Oriuz;NÃO INFORMADO
Produção e Norte;Passo Fundo;https://www.instagram.com/petwatchbr/;Ideação;Não Informado;Hardware e Eletrônicos;PetTech;B2C;Petwatch;NÃO INFORMADO
Produção e Norte;Passo Fundo;https://www.radiplan.com.br/;Não Informado;Não Informado;Saúde e Bem-Estar;MedTech;B2B;Radiplan Radtech;NÃO INFORMADO
Produção e Norte;Passo Fundo;https://razor.com.br/;Escala;Transação;TI (Tecnologia da Informação);DeepTech;B2B;Razor Computadores;NÃO INFORMADO
Produção e Norte;Passo Fundo;https://www.reseta.com.br/;Validação;Transação;Meio Ambiente e Sustentabilidade;IndTech;B2B;RESETA REUSE TECHNOLOGY - S3HB ENVIRONMENTAL TECHNOLOGY;UPF PARQUE
Produção e Norte;Erechim;https://rockyecommerce.com.br/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;Rocky E-commerce;NÃO INFORMADO
Produção e Norte;Passo Fundo;https://www.semiocrop.com.br/;Validação;Não Informado;Produtividade;AgTech;B2B2C;SemioCrop;UPF PARQUE
Produção e Norte;Passo Fundo;https://www.instagram.com/skopomedia/;Crescimento;Pay-per-use;Marketing e Publicidade;AdTech;B2B e B2G;Skopo Media;PLATAFORMA
Produção e Norte;Frederico Westphalen;https://staybox.com.br/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;Staybox;NÃO INFORMADO
Produção e Norte;Erechim;https://syncsistemas.com.br/;Crescimento;Não Informado;Gestão de Negócios e Projetos;RetailTech;B2B e B2C;Sync Sistemas;NÃO INFORMADO
Produção e Norte;Passo Fundo;;Crescimento;Marketplace;Comércio e Varejo;RetailTech;B2C;Taperto Negocios Digitais LTDA ME;NÃO INFORMADO
Produção e Norte;Passo Fundo;https://www.tomticket.com/;Crescimento;Assinatura;Software e Cloud;RetailTech;B2B;TomTicket;NÃO INFORMADO
Produção e Norte;Passo Fundo;https://www.umentor.com.br/;Crescimento;Assinatura;Educação e Ensino;HRTech;B2B;Umentor;UPF PARQUE
Produção e Norte;Passo Fundo;https://www.visionnit.com.br/;Escala;SaaS;TI (Tecnologia da Informação);HealthTech;B2B e B2C;VisionniT;UPF PARQUE
Produção e Norte;Passo Fundo;https://www.woowcomunicacaocriativa.com.br/;Não Informado;Não Informado;Comunicação;MediaTech;B2B;Woow Comunicação;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.ucs.br/site/tecnoucs/itec/tecnoucs-empresas-graduadas/;Validação;Não Informado;TI (Tecnologia da Informação);ITTech;B2C;1App;NÃO INFORMADO
Serra Gaúcha;Garibaldi;https://www.4software.com.br/;Crescimento;Não Informado;TI (Tecnologia da Informação);ITTech;B2B e B2C;4 Software;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://crmpiperun.com/crm-de-atendimento/;Crescimento;Assinatura;Marketing e Publicidade;MarTech;B2C;5HUB;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://91seguros.com.br/;Validação;E-commerce;Financeiro;InsurTech;B2B e B2C;91 Seguros;NÃO INFORMADO
Serra Gaúcha;Nova Prata;https://portal.a00s.com/;Ideação;Assinatura;Financeiro;FinTech;B2G;A00s;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.ucs.br/site/tecnoucs/itec/tecnoucs-empresas-graduadas/;Crescimento;Não Informado;Agronegócio;AgTech;B2B;ABM - Agrobiomateriais;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.ucs.br/site/tecnoucs/itec/tecnoucs-empresas-graduadas/;Validação;Não Informado;Engenharia e Indústria Geral;IndTech;B2G;AC Pozzer Indústria Eletrônica;NÃO INFORMADO
Serra Gaúcha;Flores da Cunha;https://www.ageof.com.br;Crescimento;Assinatura;Marketing e Publicidade;Outras;B2B;ageof;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://agrovantagens.com/;Validação;Não Informado;Agronegócio;AgTech;B2B;AgroVantagens;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.aliainclui.com.br/;Crescimento;Não Informado;Acessibilidade e Inclusão;Inovação Social;B2B;aliainclui;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.allps.com.br/;Crescimento;Não Informado;Serviços;Foodtech;B2B;Allps;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.linkedin.com/in/ana-cristina-paulus/;Validação;Não Informado;Consultorias e Treinamentos;MarTech;B2B;Ana Cris Consultoria;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://appdovovo.com.br/;Crescimento;SaaS;Mobilidade;HealthTech;B2B2C;App do Vovô;PLATAFORMA
Serra Gaúcha;Caxias do Sul;https://www.appminhaescola.com/;Ideação;Não Informado;Software e Cloud;EdTech;B2B e B2G;APP MINHA ESCOLA;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.linkedin.com/company/aquilla-saneantes/about/;Escala;Não Informado;Agronegócio;CleanTech;B2C;Áquila Saneantes;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.arrowmobility.com.br/;Escala;Transação;Automotivo;AutoTech;B2B;Arrow Mobility;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.autofarm.com.br/;Crescimento;Não Informado;Robótica;AgTech;B2B;Autofarm (Raptor Advanced Agriculture);NÃO INFORMADO
Serra Gaúcha;Nova Petrópolis;https://potenciologia.com.br/;Ideação;Não Informado;Consultorias e Treinamentos;HRTech;B2B;Avaloki Desenvolvimento Humano;LAB FECOMÉRCIO-RS
Serra Gaúcha;Caxias do Sul;https://www.plenuserp.com.br/;Escala;Não Informado;Software e Cloud;Tech Consultancies;B2C;Avantinfo de Software Ltda (Plenus ERP);NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://www.instagram.com/awinfilm?igsh=MTcxODB4eHNycWJ2dA==;Crescimento;Outros;Mídia e Comunicação;AdTech;B2B2C;Awin Produtora;INOVABENTO
Serra Gaúcha;Caxias do Sul;https://www.balcaobalcao.com.br/;Crescimento;Não Informado;Logística;LogTech;B2B;Balcão Balcão;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.biosink.com.br/;Não Informado;Não Informado;Biotecnologia;BioTech;B2B;Biosink;ITEC/UCS
Serra Gaúcha;Bento Gonçalves;https://www.bling.com.br/;Crescimento;Assinatura;Software e Cloud;RetailTech;B2B e B2C;Bling;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;http://www.b4ch.com.br;Validação;Não Informado;Blockchain;AgTech;B2B;Block4connect;NÃO INFORMADO
Serra Gaúcha;São Marcos;https://boomatech.com.br/;Escala;Não Informado;Engenharia e Indústria Geral;GreenTech;B2B;Boomatech;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.btiestrategica.com.br/;Crescimento;Não Informado;Indústria 4.0;AutoTech;B2C;BTi Estratégia;NÃO INFORMADO
Serra Gaúcha;Garibaldi;https://www.bubuyog.com.br/;Escala;Marketplace;Engenharia e Indústria Geral;IndTech;B2B;BUBUYOG;APEME COLAB
Serra Gaúcha;Canela;;Crescimento;E-commerce;Educação e Ensino;EdTech;B2C;Bunny Box;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.instagram.com/butterflypatineteseletricos/;Crescimento;Não Informado;Mobilidade;MobTech;B2C;Butterfly;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://cakeerp.com/;Crescimento;Assinatura;Software e Cloud;RetailTech;B2B;Cake ERP;NÃO INFORMADO
Serra Gaúcha;Nova Prata;https://cardume.digital/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B e B2C;CARDUME DIGITAL;NÃO INFORMADO
Serra Gaúcha;Guaporé;https://cashtf.com/;Crescimento;Não Informado;Financeiro;FinTech;B2B;Cash2pay;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;;Validação;Não Informado;Indústria 4.0;ITTech;B2B e B2C;CaTECH - Centro de Automações Técnicas;NÃO INFORMADO
Serra Gaúcha;Gramado;https://ciano.app;Crescimento;Assinatura;Eventos;EventsTech;B2B;Ciano App;VERSO HABITAT
Serra Gaúcha;Caxias do Sul;https://www.cliqueempregos.com.br/;Crescimento;SaaS;RH e Coaching;Inovação Social;B2B;CLIQUE EMPREGOS SERVICOS DE INFORMACAO LTDA;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://www.citylifelab.com.br/;Não Informado;Não Informado;Pesquisa;ITTech;B2B;CLL Dados Pesquisas e Projetos;ITEC/UCS
Serra Gaúcha;Bento Gonçalves;https://www.instagram.com/tacielemonteiro/;Crescimento;Outros;Marketing e Publicidade;AdTech;B2B;Collab Inspira;INOVABENTO
Serra Gaúcha;Nova Prata;https://www.compratri.com.br/;Validação;Transação;Marketing e Publicidade;Buyable Startup;B2B e B2C;Compratri Serviços Digitais Ltda;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.ctebrasil.com.br/;Validação;Assinatura;Financeiro;MobTech;B2B;CTE Brasil;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.datamon.com.br/;Ideação;Assinatura;Software e Cloud;ITTech;B2B;Datamon;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.datapay.app.br/;Crescimento;SaaS;Bigdata;RetailTech;B2B2C;DataPay;PLATAFORMA
Serra Gaúcha;Caxias do Sul;https://dblocknano.com/wordpress/;Não Informado;Não Informado;Nanotecnologia;ITTech;B2B;d-Block Pesquisa em Nanotecnologia Ltda.;ITEC/UCS
Serra Gaúcha;Bento Gonçalves;https://www.digimun.com.br/delivery/;Crescimento;Não Informado;Alimentos e Bebidas;ITTech;B2B;Digimun;NÃO INFORMADO
Serra Gaúcha;São Marcos;https://www.dmsuccess.com.br/;Escala;Custo por Aquisição;Consultorias e Treinamentos;Tech Consultancies;B2B;Dream Success;NÃO INFORMADO
Serra Gaúcha;Canela;https://www.dressa.vip;Ideação;Outros;IA (Inteligência Artificial);Foodtech;B2B2C;Dressa Experience;PLATAFORMA
Serra Gaúcha;Caxias do Sul;https://www.econodata.com.br/;Não Informado;Não Informado;Outros;ITTech;B2B;ECONODATA TECNOLOGIA DA INFORMACAO LTDA;INSTITUTO CALDEIRA
Serra Gaúcha;Caxias do Sul;https://www.econodata.com.br/;Não Informado;Não Informado;Software e Cloud;ITTech;Não Informado;Econoferta Soluções Econômica Ltda.;ITEC/UCS
Serra Gaúcha;Carlos Barbosa;https://www.ecooler.com.br/;Validação;Não Informado;Software e Cloud;GreenTech;B2B;Ecooler;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://ellahub.com/;Crescimento;Não Informado;Gestão de Negócios e Projetos;Inovação Social;B2B e B2G;Ella Hub;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.enforce.com.br/;Crescimento;Assinatura;Software e Cloud;ITTech;B2B;Enforce;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://enttry.com.br/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;Enttry - Guardian;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;http://www.evolutengenharia.com.br/sobre;Ideação;Não Informado;Engenharia e Indústria Geral;Tech Consultancies;B2B;Evolut Inteligência em Engenharia;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.feedlover.com.br/;Escala;SaaS;RH e Coaching;HRTech;B2B;FeedLover;VENTIUR
Serra Gaúcha;Caxias do Sul;https://www.ucs.br/site/tecnoucs/itec/tecnoucs-empresas-graduadas/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B e B2C;Flip Studio Processamento de Dados;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.fluidstate.com.br;Escala;Assinatura;RH e Coaching;HRTech;B2B;FLUID STATE;NÃO INFORMADO
Serra Gaúcha;Canela;https://www.forneceai.com.br/;Validação;Não Informado;Software e Cloud;Foodtech;B2B;ForneceAi;ITEC/UCS
Serra Gaúcha;Bento Gonçalves;https://www.fretegestao.com.br/;Crescimento;Outros;Logística;LogTech;B2B;Frete Gestão;INOVABENTO
Serra Gaúcha;Caxias do Sul;;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Genesis Materiais Sinterizados Ltda;ITEC/UCS
Serra Gaúcha;Bento Gonçalves;;Crescimento;Software House;TI (Tecnologia da Informação);IndTech;B2B;GM Softwares;INOVABENTO
Serra Gaúcha;Caxias do Sul;https://gomining.com.br/;Não Informado;Não Informado;IA (Inteligência Artificial);EdTech;B2B;Gomining Mineradora de Ideias;INSTITUTO CALDEIRA
Serra Gaúcha;Farroupilha;https://grappaserragaucha.com.br/;Crescimento;Transação;Turismo e Lazer;TravelTech;B2C;Grappa;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://www.groupsistemas.com.br/;Validação;Não Informado;Software e Cloud;ITTech;B2B;Group Sistemas de Gestão;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.growthbuy.com.br/blog;Ideação;Assinatura;Marketing e Publicidade;MarTech;B2B2C;Growth.buy;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.ucs.br/site/tecnoucs/itec/tecnoucs-empresas-graduadas/;Crescimento;Não Informado;Engenharia e Indústria Geral;IndTech;B2C;GSR Projetos;NÃO INFORMADO
Serra Gaúcha;Farroupilha;https://www.linkedin.com/in/gustavo-bartelli/;Crescimento;Outros;Engenharia e Indústria Geral;GreenTech;B2B e B2G;Gustavo Bartelli - Soluções Baseadas na Natureza;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://haydehealth.com/;Validação;Não Informado;Pesquisa;HealthTech;B2B e B2C;Hayde Health;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://hi-mundosustentavel.com.br/;Escala;Outros;Hardware e Eletrônicos;GreenTech;B2B;Hi! Mundo;INOVABENTO
Serra Gaúcha;Caxias do Sul;https://www.instagram.com/hipub.app/;Crescimento;Outros;Eventos;Buyable Startup;B2B e B2C;HiPub;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.linkedin.com/company/hubble-ag%C3%AAncia-360%C2%BA/;Crescimento;Não Informado;IA (Inteligência Artificial);MediaTech;B2B;Hubble 360° - R.M. Guizzo & R.P. Aquino Ltda;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://icehot.net.br/f/;Crescimento;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;Icehot;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.ilar.com.br/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;Ilar;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.inconnect.com.br/;Crescimento;Não Informado;TI (Tecnologia da Informação);ITTech;B2B;Inconnect;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://www.instagram.com/inovakpi/;Crescimento;Software House;TI (Tecnologia da Informação);IndTech;B2B;Inova KPI;INOVABENTO
Serra Gaúcha;Caxias do Sul;https://www.linkedin.com/in/silvia-nunes/;Ideação;Outros;Consultorias e Treinamentos;Inovação Social;B2B e B2G;INSIGHT Design Estratégico;NÃO INFORMADO
Serra Gaúcha;Monte Alegre dos Campos;https://www.instagram.com/insumo_facil/;Crescimento;Não Informado;Comércio e Varejo;AgTech;B2B;Insumo Fácil;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://introduce.com.br/;Crescimento;Não Informado;Software e Cloud;ITTech;B2C;INTRODUCE;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Iwhere;ITEC/UCS
Serra Gaúcha;Caxias do Sul;https://kretos.cc/;Crescimento;Assinatura;RH e Coaching;HRTech;B2B;KRETOS;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.lemonapp.com.br/;Não Informado;Não Informado;IA (Inteligência Artificial);ITTech;B2C;LemonGO;INSTITUTO CALDEIRA
Serra Gaúcha;Caxias do Sul;https://www.lenziengenharia.com.br/;Crescimento;Não Informado;Indústria 4.0;ITTech;B2B;Lenzi Engenharia;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://www.likin.do/;Crescimento;Não Informado;Não Informado;RetailTech;B2C;LIKIN.DO BRASIL;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.lockeet.com/;Validação;Não Informado;Software e Cloud;ITTech;B2B;Lockeet;NÃO INFORMADO
Serra Gaúcha;Farroupilha;https://logicaparatodos.com/;Crescimento;Não Informado;Educação e Ensino;EdTech;B2C;Lógica para Todos;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.manptecnologia.com.br/;Ideação;Não Informado;IoT (Internet das Coisas);ITTech;B2C;Manp Tecnologia;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://meempresta.com.br/;Crescimento;Não Informado;Financeiro;FinTech;P2P;MEempresta;NÃO INFORMADO
Serra Gaúcha;Gramado;https://www.metodoc.com.br/;Escala;Assinatura;Consultorias e Treinamentos;Tech Consultancies;B2B;Métodoc;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://metries.com.br/;Crescimento;Não Informado;TI (Tecnologia da Informação);ITTech;B2B;Metries;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;MGZ Manutenção de Máquinas e Equipamentos Industriais;ITEC/UCS
Serra Gaúcha;Caxias do Sul;https://appminhaescola.com/;Crescimento;SaaS;Educação e Ensino;EdTech;B2B;Minha Escola;VENTIUR
Serra Gaúcha;Caxias do Sul;https://mobtechtecnologia.com.br/;Crescimento;Outros;TI (Tecnologia da Informação);RetailTech;B2B;Mobitech;INOVABENTO
Serra Gaúcha;Caxias do Sul;https://www.ucs.br/site/tecnoucs/;Validação;Não Informado;Consultorias e Treinamentos;ITTech;B2C;Moddo Consultoria e Assessoria;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.modelovencedor.com.br/;Validação;Não Informado;Consultorias e Treinamentos;ITTech;B2B;Modelo Vencedor;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://moderniza.group/;Validação;Não Informado;Comércio e Varejo;RetailTech;B2B e B2C;Moderniza;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;MomCar;ITEC/UCS
Serra Gaúcha;Caxias do Sul;https://movestock.com/;Validação;Marketplace;Engenharia e Indústria Geral;EsgTech;B2B;Movestock;VENTIUR
Serra Gaúcha;Caxias do Sul;https://murbi.com.br/;Crescimento;Não Informado;Logística;MobTech;B2B2C;MURBI do Brasil;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://mysmartclinic.com.br/;Crescimento;Assinatura;Gestão de Negócios e Projetos;HealthTech;B2B;My Smart Clinic;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://nativeip.com.br/;Validação;Não Informado;Comunicação;ITTech;B2B2C;NativeIP;NÃO INFORMADO
Serra Gaúcha;Gramado;https://neoplot.com.br/;Crescimento;SaaS;Analytics;Tech Consultancies;B2B;Neoplot - Inteligência de Negócios;NÃO INFORMADO
Serra Gaúcha;Farroupilha;https://www.norabiotecnologia.com.br;Crescimento;Outros;Biotecnologia;BioTech;B2B2C;nora Biotecnologia;ITEC/UCS
Serra Gaúcha;Caxias do Sul;https://www.ofinanceironline.com.br;Crescimento;Não Informado;Financeiro;FinTech;B2B;O Financeiro Online;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://oladoutor.app/;Crescimento;Pay-per-use;Telemedicina;HealthTech;B2C;Olá Doutor;NÃO INFORMADO
Serra Gaúcha;Picada Café;;Ideação;Outros;Automotivo;Outras;P2P;On the road;PLATAFORMA
Serra Gaúcha;Caxias do Sul;https://osucateiro.com/;Crescimento;Marketplace;Engenharia e Indústria Geral;CleanTech;B2B e B2C;oSucateiro;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://www.instagram.com/pattypedrotti/;Crescimento;Negócio Socioambiental;Estética e Beleza;GreenTech;B2C;Patty Pedrotty;INOVABENTO
Serra Gaúcha;Caxias do Sul;https://www.piipee.com.br/;Crescimento;E-commerce;Meio Ambiente e Sustentabilidade;CleanTech;B2C;Piipee;NÃO INFORMADO
Serra Gaúcha;Flores da Cunha;https://www.planest.com.br/;Ideação;Não Informado;Software e Cloud;Tech Consultancies;B2B;Planest;NÃO INFORMADO
Serra Gaúcha;Gramado;https://www.planne.com.br/;Crescimento;SaaS;Software e Cloud;TurisTech;B2B e B2G;Planne;VERSO HABITAT
Serra Gaúcha;Nova Petrópolis;https://potenciologia.com.br/;Ideação;SaaS;Produtividade;HRTech;B2B e B2G;Potenciologia;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.pralike.com.br/;Crescimento;Não Informado;Marketing e Publicidade;MarTech;B2B;Pralike;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://prediza.io/;Crescimento;SaaS;Agronegócio;AgTech;B2B;Prediza;VENTIUR
Serra Gaúcha;Caxias do Sul;;Não Informado;Não Informado;Saúde e Bem-Estar;HealthTech;B2G;Prevenir-se;ITEC/UCS
Serra Gaúcha;Bento Gonçalves;https://www.privacygrowth.com.br/;Ideação;Assinatura;Consultorias e Treinamentos;LegalTech;B2B e B2G;Privacy Growth;PLATAFORMA
Serra Gaúcha;Caxias do Sul;https://www.ucs.br/site/noticias/aplicativo-desenvolvido-no-programa-startucs-inspira-o-protagonismo-feminino/;Não Informado;Não Informado;Software e Cloud;Inovação Social;B2C;Protagonizza;ITEC/UCS
Serra Gaúcha;Gramado;https://www.instagram.com/pulga.mobi/;Escala;Não Informado;Mobilidade;MobTech;B2B e B2C;Pulga Mobi;VERSO HABITAT
Serra Gaúcha;Canela;https://www.facebook.com/Qrcasa;Escala;Pay-per-use;Marketing e Publicidade;ImobTech;B2B e B2C;QR CASA;CIDICA
Serra Gaúcha;Caxias do Sul;https://www.qualicookies.com.br/;Não Informado;Assinatura;Gestão de Negócios e Projetos;RegTech;B2B;Qualicookies;ITEC/UCS
Serra Gaúcha;Caxias do Sul;https://www.instagram.com/radianceplusbr/;Não Informado;Transação;Saúde e Bem-Estar;MedTech;B2B;Radiance Plus Equipamentos Odontológicos Ltda.;ITEC/UCS
Serra Gaúcha;Caxias do Sul;;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Raffert;ITEC/UCS
Serra Gaúcha;Garibaldi;https://www.instagram.com/rangonautas/;Não Informado;Não Informado;Entretenimento, Jogos e Gamificação;GameTech;B2B;Rangonautas Entretenimento e Educação Ltda;ITEC/UCS
Serra Gaúcha;Bento Gonçalves;https://www.instagram.com/refreshertrends/;Crescimento;Não Informado;Software e Cloud;ConstruTech;B2B;REFRESHER TRENDS;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://revendi.app/;Crescimento;SaaS;TI (Tecnologia da Informação);RetailTech;B2B2C;Revendi;PLATAFORMA
Serra Gaúcha;Gramado;https://www.instagram.com/roter.in/;Crescimento;SaaS;Turismo e Lazer;TurisTech;B2C;Roter.in;VERSO HABITAT
Serra Gaúcha;Caxias do Sul;https://www.rowup.com.br/;Validação;Não Informado;Analytics;ITTech;B2B;Row Up;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://sagui.ai/;Não Informado;Não Informado;Marketing e Publicidade;MarTech;B2B;SAGUI.AI WEBSITE BUILDER LTDA;INSTITUTO CALDEIRA
Serra Gaúcha;Caxias do Sul;https://scoreplan.com.br/;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;Scoreplan;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://semearhis.com.br/;Validação;Não Informado;Negócios Sociais;HRTech;B2C;Semearhis;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.sensiabiotech.com/;Crescimento;Outros;Meio Ambiente e Sustentabilidade;SustenTech;B2B e B2C;SensiaBio Tech;PLATAFORMA
Serra Gaúcha;Bento Gonçalves;;Ideação;Outros;TI (Tecnologia da Informação);ITTech;B2B;SevenTI Tecnologia;PLATAFORMA
Serra Gaúcha;Caxias do Sul;https://sitenauta.com.br/;Crescimento;Não Informado;Consultorias e Treinamentos;MarTech;B2B;Site Nauta;NÃO INFORMADO
Serra Gaúcha;Canela;https://solemioenergiasolar.com.br/;Crescimento;Assinatura;Software e Cloud;HRTech;B2B;SolucioneRH - Recrutamento Humanizado;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://soulmeidelas.com.br/;Crescimento;SaaS;Financeiro;FinTech;B2B e B2G;SoulMei Delas;PLATAFORMA
Serra Gaúcha;Caxias do Sul;https://studio360tour.com/;Crescimento;Assinatura;Construção Civil;ConstruTech;B2B;Studio 360;VENTIUR
Serra Gaúcha;Caxias do Sul;https://synape.com.br/;Não Informado;SaaS;Software e Cloud;RetailTech;B2B e B2G;Synape (G3 Soluções Tecnológicas);ITEC/UCS
Serra Gaúcha;Farroupilha;https://tensei.com.br/;Crescimento;E-commerce;Alimentos e Bebidas;Foodtech;B2B;TENSEI;NÃO INFORMADO
Serra Gaúcha;Bento Gonçalves;https://www.instagram.com/traceitg/;Crescimento;Software House;Consultorias e Treinamentos;ITTech;B2B;TRACE Inteligência em Gestão;INOVABENTO
Serra Gaúcha;Caxias do Sul;;Crescimento;Não Informado;Não Informado;RetailTech;B2B;Tradebrazil;NÃO INFORMADO
Serra Gaúcha;Gramado;https://tuddo.org;Crescimento;Outros;IA (Inteligência Artificial);TurisTech;B2B2C;Tuddo;PLATAFORMA
Serra Gaúcha;Caxias do Sul;https://www.tutto.com.br/;Crescimento;Não Informado;Software e Cloud;HRTech;B2B;TUTTO GESTAO;NÃO INFORMADO
Serra Gaúcha;Canela;https://www.instagram.com/tvsexate/;Escala;Outros;Mídia e Comunicação;MediaTech;B2B;TV SEXATE;CIDICA
Serra Gaúcha;Caxias do Sul;https://urbano.eco.br/;Ideação;SaaS;IA (Inteligência Artificial);GovTech;B2B e B2G;Urbano Applied Research;PLATAFORMA
Serra Gaúcha;Caxias do Sul;https://www.urupe.eco.br/;Crescimento;Não Informado;Meio Ambiente e Sustentabilidade;GreenTech;B2B;Urupê;NÃO INFORMADO
Serra Gaúcha;Caxias do Sul;https://www.vagasnaserra.com/;Validação;Não Informado;Serviços;HRTech;B2B;Vagas na serra;LAB FECOMÉRCIO-RS
